Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,millisSinceGpsEpoch,cycle_slip_flag
Raw,1607638676445,26211670000000,18,,-1291647682775928828,0.5354194641113281,41.75977301201783,3.826519619060022,10.263506828613592,255,1,0.0,23567,425894352759764,46,24.5,528.2266845703125,0.8704999685287476,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,31009550433,26211670,False
Raw,1607638677445,26212670000000,18,,-1291647682775928829,0.9989776611328124,41.46014907746576,5.031780112273332,10.56043847471255,255,1,0.0,23567,425895352757984,46,23.8,527.3228149414062,0.9404999613761902,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,32012943085,26212670,False
Raw,1607638678445,26213670000000,18,,-1291647682775928823,0.6465177536010742,43.24593101046048,6.422152874541776,10.66251727730591,255,1,0.0,23567,425896352756262,53,23.0,529.06396484375,0.9404999613761902,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,33111666840,26213670,False
Raw,1607638679445,26214670000000,18,,-1291647682775928812,0.8447403907775879,48.326899559469894,7.114206056117605,13.697989798569486,255,1,0.0,23567,425897352754468,35,26.3,527.5701904296875,0.750499963760376,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,34009553075,26214670,False
Raw,1607638680445,26215670000000,18,,-1291647682775928815,0.1045489311218261,46.861303417244926,2.100866271646891,12.685781240073148,255,1,0.0,23567,425898352752723,35,26.2,529.9202880859375,0.750499963760376,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,35007092862,26215670,False
Raw,1607638681445,26216670000000,18,,-1291647682775928802,0.6422538757324219,47.373323468491435,8.756471839193875,12.599650958056989,255,1,0.0,23567,425899352750957,46,24.5,528.7689819335938,0.8704999685287476,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,36009731556,26216670,False
Raw,1607638682445,26217670000000,18,,-1291647682775928793,0.0837616920471191,40.6342551286798,8.161601724065337,9.990563176240084,255,1,0.0,23567,425900352749181,24,29.2,528.6010131835938,0.0573000013828277,27,292.84376315820623,0.0175260472648905,1575420030.0,,,,0,,6,,,,,,,C,36994385769,26217670,True
Raw,1607638683445,26218670000000,18,,-1291647682775928789,0.1741304397583007,40.4955972044263,5.1217655081569475,11.09031840825293,255,1,0.0,23567,425901352747429,31,27.6,528.8451538085938,0.6904999613761902,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,38007451338,26218670,True
Raw,1607638688445,26223670000000,18,,-1291647682775928775,0.941181182861328,40.9534404752776,-2.3777821426876473,14.697313250334409,255,1,0.0,81935,425906352745701,20,18.7,530.2716674804688,3.5945000648498535,16,0.0,0.0,1176450050.0,,,,0,,6,,,,,,,X,43008323139,26223670,False
Raw,1607638689445,26224670000000,18,,-1291647682775928767,0.272552490234375,42.45232048560865,4.237749526148105,14.14885242346772,255,1,0.0,23567,425907352736845,61,22.4,530.3579711914062,1.7705000638961792,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,44010958082,26224670,False
Raw,1607638690445,26225670000000,18,,-1291647682775928760,0.4549121856689453,40.213217289419845,7.9747931253806446,12.646219302074073,255,1,0.0,23567,425908352735040,61,22.0,532.09912109375,1.0205000638961792,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,45004499067,26225670,False
Raw,1607638692445,26227670000000,18,,-1291647682775928752,0.7772107124328613,40.26994793093763,5.567966208869308,10.02643422543898,255,1,0.0,81935,425910352738621,20,18.9,531.291015625,3.624500274658203,16,0.0,0.0,1176450050.0,,,,0,,6,,,,,,,X,47010165152,26227670,False
Raw,1607638695445,26230670000000,18,,-1291647682775928742,0.7684392929077148,43.41703242971562,3.2930064544307345,13.95311522996303,255,1,0.0,23567,425913352726204,70,21.6,530.053466796875,1.100499987602234,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,50002972377,26230670,False
Raw,1607638704445,26239670000000,18,,-1291647682775928721,0.2575359344482422,28.66530849132687,-2.1738865818576736,11.490593350199347,255,1,0.0,23567,425922352710216,122,17.6,533.516845703125,5.250500202178955,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,59008350253,26239670,False
Raw,1607638712445,26247670000000,18,,-1291647682775928693,0.6665997505187988,23.96574564045295,-4.652860791303257,9.776175104876785,255,1,0.0,23567,425930352695861,53,23.1,537.7318725585938,0.9404999613761902,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,67010732353,26247670,False
Raw,1607638713445,26248670000000,18,,-1291647682775928686,0.2678141593933105,23.334740035352297,5.037239303432313,9.861531580643735,255,1,0.0,23567,425931352694112,46,23.9,535.610107421875,0.9404999613761902,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,68013767557,26248670,False
Raw,1607638714445,26249670000000,18,,-1291647682775928688,0.7404451370239258,25.375184122822247,4.02518304082161,12.080035687680562,255,1,0.0,23567,425932352692301,53,23.3,535.7147216796875,0.9404999613761902,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,69015594636,26249670,False
Raw,1607638715445,26250670000000,18,,-1291647682775928681,0.3565607070922851,22.552803784492426,3.79411240657071,9.593726224443026,255,1,0.0,23567,425933352690465,70,21.4,535.6766967773438,1.100499987602234,16,0.0,0.0,1575420030.0,,,,0,,6,,,,,,,C,70010342599,26250670,False
Raw,1607638834647,26369929000000,18,,-1291647682718391311,-0.2580776214599609,1000.927179120481,-9.276184133580992,6.681133817442166,360,1,0.0,23567,426052553941464,17,31.9,548.6699829101562,0.1409000009298324,19,71.31477808113993,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,189015118048,26369929,False
Raw,1607638835662,26370945000000,18,,-1291647682717425793,-0.7967777252197266,1001.0376572608948,-8.124682497439457,6.839003016741013,361,1,0.0,23567,426053568974072,19,31.6,549.3301391601562,0.2117000073194503,21,73.00206351775509,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,190007508043,26370945,False
Raw,1607638836649,26371933000000,18,,-1291647682716940319,0.456536054611206,1000.9593097493052,-5.878331306415846,6.705890050465388,362,1,0.0,23567,426054556486783,13,35.1,548.0120239257812,0.0970999971032142,21,70.69621622202202,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,190994588506,26371933,False
Raw,1607638837662,26372946000000,18,,-1291647682716833293,0.3369026184082031,1001.0433616116644,-9.914051791021636,6.770319560516349,363,1,0.0,23567,426055569377925,12,36.2,546.9530029296875,0.0920000001788139,21,71.05810259591784,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,191992918761,26372946,False
Raw,1607638838653,26373937000000,18,,-1291647682716381491,-0.8100833892822266,1001.1414997279644,-13.343165038680864,7.709410983610907,364,1,0.0,23567,426056559924291,16,33.3,547.1900634765625,0.1149000003933906,21,69.98044883991103,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,193008064227,26373937,False
Raw,1607638839669,26374954000000,18,,-1291647682715788744,0.9212913513183594,1001.2557031586766,-12.369763698625022,7.796499576552344,365,1,0.0,23567,426057576329703,13,35.3,548.2142944335938,0.1031000018119812,21,72.85692452481042,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,194008542400,26374954,False
Raw,1607638840655,26375940000000,18,,-1291647682715064427,-0.6067614555358887,1001.1730482801796,-8.840703790771329,7.740117492437391,366,1,0.0,23567,426058561603573,17,32.7,544.670166015625,0.1409000009298324,21,70.78106816203054,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,194999122134,26375940,False
Raw,1607638911647,26446965000000,18,,-1291647682682454675,-0.8532524108886719,1000.9576799347996,5.992159955287647,6.845518735754128,437,1,0.0,23567,426129553864541,14,34.2,528.4937744140625,0.101000003516674,21,66.637703432964,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,266014040458,26446965,False
Raw,1607638912659,26447978000000,18,,-1291647682681943908,0.698127031326294,1001.0562837123872,6.2634343175099865,6.951876933442029,438,1,0.0,23567,426130566352016,13,34.9,528.5675659179688,0.0940999984741211,21,67.09649044650271,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,267014581235,26447978,False
Raw,1607638913647,26448966000000,18,,-1291647682681219881,-0.7729949951171875,1001.0750265792012,6.110837021218335,7.370848879416072,439,1,0.0,23567,426131553626261,13,35.7,527.9696655273438,0.0926000028848648,21,66.49841094121558,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,268003629667,26448966,False
Raw,1607638914642,26449961000000,18,,-1291647682681119596,-0.958160400390625,1000.9754914790392,4.716144702277153,6.924477989045612,440,1,0.0,23567,426132548524221,12,36.4,527.3707885742188,0.090499997138977,21,68.06623872575031,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,269008592840,26449961,False
Raw,1607638915650,26450970000000,18,,-1291647682680282711,-0.3866806030273437,1001.2791026383638,3.807564149430143,8.819212972403037,441,1,0.0,23567,426133556685577,10,38.0,527.6786499023438,0.0685999989509582,21,63.84001759079354,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,269996003303,26450970,False
Raw,1607638916647,26451968000000,18,,-1291647682679915558,0.1237707138061523,1000.9553516283632,6.1006864805587595,6.717199709941223,442,1,0.0,23567,426134554316675,10,37.8,528.3966064453125,0.0835999995470047,21,69.26614925335738,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,271000019861,26451968,False
Raw,1607638917657,26452978000000,18,,-1291647682679703596,0.4809341430664062,1001.0318364948034,7.1403977673318035,6.803877143755383,443,1,0.0,23567,426135564102917,9,39.4,530.679443359375,0.0764999985694885,21,68.42984260918554,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,272013756212,26452978,False
Raw,1607638918653,26453974000000,18,,-1291647682679022044,-0.3252474069595337,1001.0270634666084,8.574114415819373,7.064890819207649,444,1,0.0,23567,426136559419640,8,40.0,531.3501586914062,0.0710000023245811,21,68.06033995883689,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,272991752768,26453974,False
Raw,1607638919765,26455087000000,18,,-1291647682678901494,0.1302781105041504,1002.0582703873516,5.448582537745999,8.523859954674768,445,1,0.0,23567,426137672297080,9,38.9,532.4945068359375,0.0570000037550926,21,121.92578878346274,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,273996524639,26455087,False
Raw,1607638920455,26455777000000,18,,-1291647682678008270,-0.5272361636161804,1000.5499934777616,4.1014860630007055,3.952681451192581,446,1,0.0,23567,426138361402668,8,39.9,533.538818359375,0.0740000009536743,21,69.37949617200474,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,275005421510,26455777,False
Raw,1607638921647,26456970000000,18,,-1291647682677282119,-0.4231510162353515,1001.1438280344008,4.302109846945538,8.032158969341712,447,1,0.0,23567,426139553674355,8,40.1,534.00146484375,0.0680000036954879,21,67.20882108731611,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,276016845101,26456970,False
Raw,1607638922662,26457986000000,18,,-1291647682676340576,-0.0526657104492187,1001.091324724257,4.25761598761608,7.055790444172,448,1,0.0,23567,426140568731009,8,40.0,532.6728515625,0.0724999979138374,21,68.7618547702393,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,277008802595,26457986,False
Raw,1607638923655,26458980000000,18,,-1291647682675424750,-0.6558895111083984,1001.0108817368746,-0.1335703509817656,6.888151245107974,449,1,0.0,23567,426141561813436,8,40.1,533.62109375,0.0740000009536743,21,69.35072099104882,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,277997338214,26458980,False
Raw,1607638924644,26459969000000,18,,-1291647682675317146,-0.7483043670654297,1001.0055266320704,3.3152611380635317,7.203635154497293,450,1,0.0,23567,426142550704073,7,41.3,533.8822021484375,0.066500000655651,21,67.84983397561174,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,279009185972,26459969,False
Raw,1607638925656,26460982000000,18,,-1291647682674978314,0.6545379161834717,1001.016004011035,3.955023149548998,6.847107702748905,451,1,0.0,23567,426143563363465,7,41.7,534.2301635742188,0.0680000036954879,21,68.4620310318381,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,279998142580,26460982,False
Raw,1607638926647,26461973000000,18,,-1291647682674597452,0.313140869140625,1000.9576799347996,4.958540503940022,6.731988714062776,452,1,0.0,23567,426144553980817,7,41.0,533.7290649414062,0.0710000023245811,21,69.46713997240569,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,281007027056,26461973,False
Raw,1607638927662,26462988000000,18,,-1291647682674406617,-0.075204849243164,1001.082477159798,3.243962208763757,7.0385829972921305,453,1,0.0,23567,426145568788216,8,40.4,535.2281494140625,0.0724999979138374,21,69.07466363570758,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,282012997312,26462988,False
Raw,1607638928652,26463979000000,18,,-1291647682673608645,0.4549217224121094,1000.992488116026,8.312696738748816,6.807978396404063,454,1,0.0,23567,426146558988443,8,40.6,534.6351928710938,0.0694999992847442,21,67.90944738152653,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,283011007256,26463979,False
Raw,1607638929664,26464991000000,18,,-1291647682673490960,-0.3595733642578125,1001.0736295953392,6.0667388130800175,6.8483212981613315,455,1,0.0,23567,426147570868971,7,40.9,534.6777954101562,0.072500005364418,21,69.9801279864806,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,284006098657,26464991,False
Raw,1607638930658,26465985000000,18,,-1291647682673386705,-0.8157920837402344,1001.0641999542712,6.158022501565721,7.036116837807245,456,1,0.0,23567,426148564762962,7,41.1,534.0467529296875,0.0694999992847442,21,68.87312993393084,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,285014671257,26465985,False
Raw,1607638931650,26466978000000,18,,-1291647682672542094,0.7528247833251953,1000.955468043685,3.988426846344843,6.717838318798483,457,1,0.0,23567,426149556916566,7,40.9,535.1647338867188,0.0694999992847442,21,69.0157340395925,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,286015383180,26466978,False
Raw,1607638932660,26467988000000,18,,-1291647682672055066,-0.2688910961151123,1001.2199636548758,7.775851753686787,7.861986012096827,458,1,0.0,23567,426150566427738,7,41.3,535.2738647460938,0.072500005364418,21,70.21470088063947,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,287012406717,26467988,False
Raw,1607638933653,26468982000000,18,,-1291647682671785724,0.4478921890258789,1000.9973775595428,8.02459745873794,6.839384750553572,459,1,0.0,23567,426151560156657,7,41.2,535.3519287109375,0.0694999992847442,21,69.01119998862755,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,288006054368,26468982,False
Raw,1607638934644,26469973000000,18,,-1291647682671730169,0.5083980560302734,1001.1097183451056,8.171339117400695,7.898523504910148,460,1,0.0,23567,426152551099348,7,41.6,535.2107543945312,0.0680000036954879,21,68.58743681289816,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,289008265145,26469973,False
Raw,1607638935657,26470987000000,18,,-1291647682670855059,0.6875839233398438,1001.1962149292232,7.951962262274516,7.924115575927119,461,1,0.0,23567,426153564222437,7,41.1,534.9556274414062,0.0694999992847442,21,69.05782971930073,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,290007084567,26470987,False
Raw,1607638936649,26471979000000,18,,-1291647682670190438,-0.9262199401855468,1001.1522099375724,7.046589864010554,8.040674814476882,462,1,0.0,23567,426154555556036,8,40.6,535.27587890625,0.0710000023245811,21,68.46202232088524,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,290995661905,26471979,False
Raw,1607638937662,26472993000000,18,,-1291647682669474112,-0.9279136657714844,1001.2350976467133,7.887080238599919,7.993776429767688,463,1,0.0,23567,426155568837911,7,40.9,534.8667602539062,0.0694999992847442,21,69.05877485768632,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,292008571798,26472993,False
Raw,1607638938653,26473985000000,18,,-1291647682668629852,0.8673686981201172,1001.1678095906972,6.635154774998221,7.874679456643187,464,1,0.0,23567,426156559991866,7,40.8,534.2115478515625,0.0680000036954879,21,68.35009673937995,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,293007151376,26473985,False
Raw,1607638939766,26475099000000,18,,-1291647682667826285,0.6659364700317383,1002.2309143096207,4.183963231958552,9.135750626170775,465,1,0.0,23567,426157673186321,7,41.4,533.8717041015625,0.0561000034213066,21,122.88540477270573,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,294010848091,26475099,False
Raw,1607638940456,26475789000000,18,,-1291647682667125748,-0.3661174774169922,1000.5474323406816,3.2075609074408535,3.936885226501015,466,1,0.0,23567,426158362484581,7,41.3,533.8160400390625,0.072500005364418,21,69.97466767086127,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,295007488399,26475789,False
Raw,1607638941751,26477085000000,18,,-1291647682666298357,-0.8145503997802734,1002.6423260569572,2.7380859757046534,11.21242630682399,467,1,0.0,23567,426159657654881,7,41.3,534.9073486328125,0.0561000034213066,21,122.98749714025467,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,296004546727,26477085,False
Raw,1607638942461,26477796000000,18,,-1291647682665523327,0.0070114135742187,1000.567339360714,6.448286928044704,3.954148740534604,468,1,0.0,23567,426160367878592,7,41.0,534.0187377929688,0.0680000036954879,21,68.34772736020135,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,297011550004,26477796,False
Raw,1607638943651,26478987000000,18,,-1291647682664562393,0.0499420166015625,1001.140451990068,3.31366600765824,7.744855763385779,469,1,0.0,23567,426161557915527,8,40.4,533.4996337890625,0.0740000009536743,21,69.4180784340584,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,298002158280,26478987,False
Raw,1607638944746,26480082000000,18,,-1291647682664191758,-0.6177587509155273,1001.8290486186744,1.7371493009422816,8.0732319370155,470,1,0.0,23567,426162652542996,7,40.8,532.7850952148438,0.0606000013649463,21,124.13184630685352,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,298995200931,26480082,False
Raw,1607638945550,26480887000000,18,,-1291647682663698222,0.227090835571289,1001.6009910032152,-0.8173706761727183,7.065768806976535,471,1,0.0,23567,426163457048028,7,41.5,530.5861206054688,0.0501000024378299,21,119.91701982415368,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,299996877177,26480887,False
Raw,1607638946441,26481779000000,18,,-1291647682662804185,0.1459693908691406,1000.949298031628,-8.04726449441618,6.867702241936458,472,1,0.0,23567,426164348152414,7,41.2,532.2868041992188,0.0635000020265579,21,66.52301938305226,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,300992551234,26481779,False
Raw,1607638947742,26483080000000,18,,-1291647682662273936,-0.3312721252441406,1002.5177616626024,-2.668519760038447,10.941746813126224,473,1,0.0,23567,426165648619861,7,41.0,533.3931274414062,0.0606000013649463,21,124.26893057205127,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,301998120605,26483080,False
Raw,1607638948454,26483793000000,18,,-1291647682661789167,0.7879180908203125,1000.52694324404,1.0836288672193246,3.843863456250004,474,1,0.0,23567,426166361133786,8,40.7,534.5142211914062,0.0740000009536743,21,69.54850317579276,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,303010431956,26483793,False
Raw,1607638949667,26485006000000,18,,-1291647682661706138,0.819671630859375,1001.2704879045486,4.781908690114517,7.959700324766596,475,1,0.0,23567,426167574048605,7,41.6,535.3458251953125,0.072500005364418,21,70.12888202486322,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,304006948149,26485006,False
Raw,1607638950658,26485998000000,18,,-1291647682660963480,0.0378000736236572,1001.0551195591688,7.69344496690063,7.016395514715919,476,1,0.0,23567,426168565304173,7,41.1,536.3496704101562,0.0710000023245811,21,69.768223895321,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,305011021635,26485998,False
Raw,1607638951650,26486990000000,18,,-1291647682660204733,-0.282327651977539,1000.99912378937,10.707656505362223,7.000890759695817,477,1,0.0,23567,426169556543657,6,41.8,535.1465454101562,0.0668999999761581,21,68.95572428532247,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,305998957306,26486990,False
Raw,1607638952763,26488103000000,18,,-1291647682660067517,-0.5264477729797363,1001.9757319241762,6.704006830323431,8.314884550662043,478,1,0.0,23567,426170669404471,7,41.4,535.359375,0.0561000034213066,21,123.0978489429428,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,307002064125,26488103,False
Raw,1607638953448,26488789000000,18,,-1291647682659343557,-0.00016021728515625,1000.5529038608074,7.430128164112591,4.0264654278481755,479,1,0.0,23567,426171354679280,6,41.8,534.87109375,0.0639000013470649,21,67.9579020568244,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,308007632767,26488789,False
Raw,1607638954766,26490108000000,18,,-1291647682658355273,-0.5745906829833984,1002.8190445154904,5.7961559457535525,11.341336224767586,480,1,0.0,23567,426172672688658,7,41.6,535.27001953125,0.0546000003814697,21,122.5868499297715,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,308996756303,26490108,False
Raw,1607638955457,26490800000000,18,,-1291647682657708009,0.7404651641845703,1000.565942376852,7.107101035531352,4.033869075614878,481,1,0.0,23567,426173364040150,7,40.9,534.3176879882812,0.0694999992847442,21,68.92468135297135,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,310017335206,26490800,False
Raw,1607638956751,26492094000000,18,,-1291647682657306045,-0.6216335296630859,1002.4600196629764,3.840046913403191,10.428918451825584,482,1,0.0,23567,426174657635891,7,41.4,534.5996704101562,0.0561000034213066,21,123.01198362875128,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,311001956294,26492094,False
Raw,1607638957562,26492906000000,18,,-1291647682656844915,0.6828689575195312,1001.4002909883856,4.7083135921682615,6.1350158818500615,483,1,0.0,23567,426175469173332,7,41.1,533.7410888671875,0.0561000034213066,21,122.72997959625587,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,312019195250,26492906,False
Raw,1607638958453,26493798000000,18,,-1291647682655851573,0.6205301284790039,1000.85127633065,1.7997627919078705,5.9143785098636625,484,1,0.0,23567,426176360178369,7,41.4,534.7027587890625,0.0694999992847442,21,68.88930907704753,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,313008093525,26493798,False
Raw,1607638959768,26495113000000,18,,-1291647682655579395,0.3614616394042969,1002.5630472227932,4.87319675263349,10.330127331692887,485,1,0.0,23567,426177674903895,7,41.1,535.376953125,0.0576000027358531,21,123.76697207612584,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,314000923989,26495113,False
Raw,1607638960456,26495802000000,18,,-1291647682654949408,0.1021103858947753,1000.5522053688763,7.949905671359355,3.9485631000502135,486,1,0.0,23567,426178363272662,8,40.0,534.0078735351562,0.0769999995827674,21,70.5329308624392,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,315004584922,26495802,False
Raw,1607638961752,26497098000000,18,,-1291647682654085326,-0.2022137641906738,1002.3622307926416,5.511748747461022,10.081248019807337,487,1,0.0,23567,426179658406311,7,40.8,532.91357421875,0.0576000027358531,21,123.19698103834396,190.10337526417845,1575420030.0,,,,0,,6,,,,,,,C,315998580073,26497098,False
