MessageType,utcTimeMillis,MeasurementX,MeasurementY,MeasurementZ,BiasX,BiasY,BiasZ
UncalMag,1607640760124,38.1739,2.6540592,-156.85535,-31.0773,51.787903,-198.1201
UncalAccel,1607640760132,0.12310684,9.755879,-0.68799174,0.0,0.0,0.0
UncalMag,1607640760134,40.525627,2.3944428,-154.5529,-31.0773,51.787903,-198.1201
UncalGyro,1607640760138,0.0027882163,-0.00095881295,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640760142,-0.015807793,9.957066,-0.92031455,0.0,0.0,0.0
UncalMag,1607640760144,39.356236,1.2944548,-155.54036,-31.0773,51.787903,-198.1201
UncalAccel,1607640760152,0.03927904,9.9403,-0.80774575,0.0,0.0,0.0
UncalMag,1607640760154,38.948994,2.4739475,-156.2338,-31.0773,51.787903,-198.1201
UncalGyro,1607640760158,-0.004935558,-0.00042613928,0.0003595543,0.0,0.0,0.0
UncalAccel,1607640760162,0.11831668,9.715162,-0.637695,0.0,0.0,0.0
UncalMag,1607640760164,40.283955,1.5311096,-156.16971,-31.0773,51.787903,-198.1201
UncalAccel,1607640760172,0.0201184,9.825336,-0.81732607,0.0,0.0,0.0
UncalMag,1607640760174,39.58818,2.5533786,-155.4778,-31.0773,51.787903,-198.1201
UncalGyro,1607640760178,0.004119901,-0.00042613928,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640760182,0.022513483,9.964251,-0.9131292,0.0,0.0,0.0
UncalMag,1607640760184,40.14984,2.3257232,-157.44684,-31.0773,51.787903,-198.1201
UncalAccel,1607640760192,0.09676096,9.767855,-0.7454737,0.0,0.0,0.0
UncalMag,1607640760194,39.389175,2.2462096,-156.67642,-31.0773,51.787903,-198.1201
UncalGyro,1607640760198,-0.0038702087,-0.0004261388,9.321747e-05,0.0,0.0,0.0
UncalAccel,1607640760202,0.108736366,9.755879,-0.637695,0.0,0.0,0.0
UncalMag,1607640760204,38.427704,1.3244566,-155.69304,-31.0773,51.787903,-198.1201
UncalAccel,1607640760212,0.008143,9.9786215,-0.9754013,0.0,0.0,0.0
UncalMag,1607640760214,40.477947,2.3698335,-156.68764,-31.0773,51.787903,-198.1201
UncalGyro,1607640760218,0.0033208886,0.00010653486,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640760222,0.0560446,9.928325,-0.75744903,0.0,0.0,0.0
UncalMag,1607640760224,38.049316,0.98732316,-157.95743,-31.0773,51.787903,-198.1201
UncalAccel,1607640760232,0.1398724,9.700792,-0.6736213,0.0,0.0,0.0
UncalMag,1607640760234,38.601757,2.5534973,-158.22266,-31.0773,51.787903,-198.1201
UncalGyro,1607640760238,-0.0014731763,-0.00015980244,-0.0012384676,0.0,0.0,0.0
UncalAccel,1607640760242,0.024908558,9.849287,-0.8005605,0.0,0.0,0.0
UncalMag,1607640760244,38.877785,1.7695131,-157.55707,-31.0773,51.787903,-198.1201
UncalAccel,1607640760252,0.048859358,9.933115,-0.87959826,0.0,0.0,0.0
UncalMag,1607640760254,40.351448,2.9013064,-156.87778,-31.0773,51.787903,-198.1201
UncalGyro,1607640760258,-0.0009405026,-0.0006924761,-0.0004394562,0.0,0.0,0.0
UncalAccel,1607640760262,0.12310684,9.770249,-0.7191278,0.0,0.0,0.0
UncalMag,1607640760264,37.4489,1.0614352,-157.35089,-31.0773,51.787903,-198.1201
UncalAccel,1607640760272,0.0919708,9.789411,-0.726313,0.0,0.0,0.0
UncalMag,1607640760274,39.57115,2.5445895,-156.2402,-31.0773,51.787903,-198.1201
UncalGyro,1607640760278,0.00332089,0.000639209,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640760282,0.017723322,9.969042,-0.93228996,0.0,0.0,0.0
UncalMag,1607640760284,38.820198,1.0721102,-158.2704,-31.0773,51.787903,-198.1201
UncalAccel,1607640760292,0.09915604,9.856472,-0.697572,0.0,0.0,0.0
UncalMag,1607640760294,40.26061,1.9196687,-158.3339,-31.0773,51.787903,-198.1201
UncalGyro,1607640760298,-0.0038702097,-0.00095881295,0.0003595543,0.0,0.0,0.0
UncalAccel,1607640760302,0.0919708,9.7415085,-0.6808065,0.0,0.0,0.0
UncalMag,1607640760304,39.2119,2.083795,-157.27493,-31.0773,51.787903,-198.1201
UncalAccel,1607640760312,0.0033528432,9.899584,-0.8772031,0.0,0.0,0.0
UncalMag,1607640760314,40.1839,2.3433013,-155.92203,-31.0773,51.787903,-198.1201
UncalGyro,1607640760318,0.0035872268,-0.0006924761,-0.0015048045,0.0,0.0,0.0
UncalAccel,1607640760322,0.05125444,9.942695,-0.87001777,0.0,0.0,0.0
UncalMag,1607640760324,39.57295,3.0796602,-157.65181,-31.0773,51.787903,-198.1201
UncalAccel,1607640760332,0.13029209,9.710373,-0.6927819,0.0,0.0,0.0
UncalMag,1607640760334,40.243893,1.2433594,-157.21745,-31.0773,51.787903,-198.1201
UncalGyro,1607640760338,-0.0044028843,-0.0006924761,9.321701e-05,0.0,0.0,0.0
UncalAccel,1607640760342,0.06802,9.765459,-0.695177,0.0,0.0,0.0
UncalMag,1607640760344,40.796944,0.47711802,-158.07985,-31.0773,51.787903,-198.1201
UncalAccel,1607640760352,-0.0038323924,9.9786215,-0.91552436,0.0,0.0,0.0
UncalMag,1607640760354,39.80502,1.605304,-157.08961,-31.0773,51.787903,-198.1201
UncalGyro,1607640760358,0.0022555413,-0.0012251497,-0.0015048045,0.0,0.0,0.0
UncalAccel,1607640760362,0.0799954,9.880424,-0.77900475,0.0,0.0,0.0
UncalMag,1607640760364,39.30274,3.0654325,-155.81882,-31.0773,51.787903,-198.1201
UncalAccel,1607640760372,0.103946194,9.753484,-0.7143376,0.0,0.0,0.0
UncalMag,1607640760374,39.39599,2.249725,-156.37148,-31.0773,51.787903,-198.1201
UncalGyro,1607640760378,-0.00040782895,-0.00042613928,-0.0012384676,0.0,0.0,0.0
UncalAccel,1607640760382,-0.018202886,9.918745,-0.83888173,0.0,0.0,0.0
UncalMag,1607640760384,38.163685,2.6487856,-157.31279,-31.0773,51.787903,-198.1201
UncalAccel,1607640760392,0.053649522,9.880424,-0.8005605,0.0,0.0,0.0
UncalMag,1607640760394,40.30148,1.9407624,-156.50412,-31.0773,51.787903,-198.1201
UncalGyro,1607640760398,-0.003337537,-0.00095881295,9.321747e-05,0.0,0.0,0.0
UncalAccel,1607640760402,0.09676096,9.724743,-0.7047573,0.0,0.0,0.0
UncalMag,1607640760404,40.451508,2.0891144,-157.12546,-31.0773,51.787903,-198.1201
UncalAccel,1607640760412,0.024908558,9.825336,-0.7909802,0.0,0.0,0.0
UncalMag,1607640760414,39.236233,2.4969635,-157.30438,-31.0773,51.787903,-198.1201
UncalGyro,1607640760418,0.0027882159,-0.0006924761,-0.0015048045,0.0,0.0,0.0
UncalAccel,1607640760422,0.017723322,9.985806,-0.89157355,0.0,0.0,0.0
UncalMag,1607640760424,37.817562,1.7941589,-156.64076,-31.0773,51.787903,-198.1201
UncalAccel,1607640760432,0.087180644,9.803781,-0.7215228,0.0,0.0,0.0
UncalMag,1607640760434,39.21239,2.484659,-158.37175,-31.0773,51.787903,-198.1201
UncalGyro,1607640760438,-0.0036038738,-0.0006924761,-0.0007057935,0.0,0.0,0.0
UncalAccel,1607640760442,0.075205244,9.779831,-0.69996715,0.0,0.0,0.0
UncalMag,1607640760444,40.260117,1.5188049,-157.23708,-31.0773,51.787903,-198.1201
UncalAccel,1607640760452,-0.030178279,9.949881,-0.93228996,0.0,0.0,0.0
UncalMag,1607640760454,39.403294,2.6541045,-157.16331,-31.0773,51.787903,-198.1201
UncalGyro,1607640760458,0.0003911825,-0.00095881295,-0.00043945666,0.0,0.0,0.0
UncalAccel,1607640760462,0.0560446,9.854077,-0.76702935,0.0,0.0,0.0
UncalMag,1607640760464,38.82701,1.0756258,-157.96544,-31.0773,51.787903,-198.1201
UncalAccel,1607640760472,0.13508224,9.691212,-0.6927819,0.0,0.0,0.0
UncalMag,1607640760474,38.82701,1.0756258,-157.96544,-31.0773,51.787903,-198.1201
UncalGyro,1607640760478,-0.0006741653,0.0003728717,9.321701e-05,0.0,0.0,0.0
UncalAccel,1607640760482,0.00095775723,9.820546,-0.755054,0.0,0.0,0.0
UncalMag,1607640760484,39.563538,2.8077302,-157.32721,-31.0773,51.787903,-198.1201
UncalAccel,1607640760492,0.012933161,9.995387,-0.89636374,0.0,0.0,0.0
UncalMag,1607640760494,39.563538,2.8077302,-157.32721,-31.0773,51.787903,-198.1201
UncalGyro,1607640760498,0.0003911825,-0.0006924761,9.321701e-05,0.0,0.0,0.0
UncalAccel,1607640760502,0.111131445,9.8181505,-0.7694245,0.0,0.0,0.0
UncalMag,1607640760504,38.85345,1.3563447,-157.52762,-31.0773,51.787903,-198.1201
UncalAccel,1607640760512,0.103946194,9.770249,-0.6927819,0.0,0.0,0.0
UncalMag,1607640760514,40.31089,2.2126925,-156.8287,-31.0773,51.787903,-198.1201
UncalGyro,1607640760518,0.0011901944,0.00010653486,-0.00043945666,0.0,0.0,0.0
UncalAccel,1607640760522,0.022513483,9.918745,-0.90354884,0.0,0.0,0.0
UncalMag,1607640760524,40.9775,3.37457,-157.8285,-31.0773,51.787903,-198.1201
UncalAccel,1607640760532,0.05843968,9.849287,-0.7334982,0.0,0.0,0.0
UncalMag,1607640760534,39.39599,2.249725,-156.37148,-31.0773,51.787903,-198.1201
UncalGyro,1607640760538,-0.0044028834,-0.0006924761,0.0008922289,0.0,0.0,0.0
UncalAccel,1607640760542,0.11352652,9.691212,-0.6760163,0.0,0.0,0.0
UncalMag,1607640760544,39.165333,1.1250091,-156.7488,-31.0773,51.787903,-198.1201
UncalAccel,1607640760552,-0.015807793,9.937905,-0.8843882,0.0,0.0,0.0
UncalMag,1607640760554,39.48242,1.4305023,-157.22906,-31.0773,51.787903,-198.1201
UncalGyro,1607640760558,0.0033208895,-0.0020241607,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640760562,0.087180644,9.988202,-0.9011539,0.0,0.0,0.0
UncalMag,1607640760564,39.8631,2.7035708,-157.47307,-31.0773,51.787903,-198.1201
UncalAccel,1607640760572,0.09676096,9.712767,-0.61134917,0.0,0.0,0.0
UncalMag,1607640760574,37.783012,1.3757169,-157.06879,-31.0773,51.787903,-198.1201
UncalGyro,1607640760578,-0.0038702101,-0.00042613928,-0.0004394562,0.0,0.0,0.0
UncalAccel,1607640760582,0.063229844,9.8109665,-0.7143376,0.0,0.0,0.0
UncalMag,1607640760584,39.99981,2.177371,-156.8255,-31.0773,51.787903,-198.1201
UncalAccel,1607640760592,-0.006227471,9.957066,-0.92749965,0.0,0.0,0.0
UncalMag,1607640760594,39.27029,2.5145416,-155.77957,-31.0773,51.787903,-198.1201
UncalGyro,1607640760598,0.0019892044,0.00037287216,-0.00017311936,0.0,0.0,0.0
UncalAccel,1607640760602,0.103946194,9.856472,-0.76702935,0.0,0.0,0.0
UncalMag,1607640760604,39.868412,0.5071196,-158.23254,-31.0773,51.787903,-198.1201
UncalAccel,1607640760612,0.08239048,9.782225,-0.75744903,0.0,0.0,0.0
UncalMag,1607640760614,39.75814,1.3140383,-158.4423,-31.0773,51.787903,-198.1201
UncalGyro,1607640760618,-0.00014149118,-0.00015980244,-0.0007057935,0.0,0.0,0.0
UncalAccel,1607640760622,0.032093804,9.856472,-0.7909802,0.0,0.0,0.0
UncalMag,1607640760624,40.11009,1.3704529,-156.61572,-31.0773,51.787903,-198.1201
UncalAccel,1607640760632,0.041674122,9.9403,-0.7909802,0.0,0.0,0.0
UncalMag,1607640760634,38.19173,1.3988161,-159.66576,-31.0773,51.787903,-198.1201
UncalGyro,1607640760638,-0.002005851,-0.00095881295,-0.00017311936,0.0,0.0,0.0
UncalAccel,1607640760642,0.14226747,9.770249,-0.7191278,0.0,0.0,0.0
UncalMag,1607640760644,38.474762,2.6841063,-157.316,-31.0773,51.787903,-198.1201
UncalAccel,1607640760652,0.04646428,9.820546,-0.7047573,0.0,0.0,0.0
UncalMag,1607640760654,40.133617,2.0502777,-157.4272,-31.0773,51.787903,-198.1201
UncalGyro,1607640760658,0.004119901,-0.00042613928,-0.0015048045,0.0,0.0,0.0
UncalAccel,1607640760662,0.048859358,9.985806,-0.9466605,0.0,0.0,0.0
UncalMag,1607640760664,36.945812,2.7882202,-156.86217,-31.0773,51.787903,-198.1201
UncalAccel,1607640760672,0.075205244,9.830127,-0.7406835,0.0,0.0,0.0
UncalMag,1607640760674,38.829613,1.3440399,-158.59499,-31.0773,51.787903,-198.1201
UncalGyro,1607640760678,-0.0054682316,-0.00015980244,9.321747e-05,0.0,0.0,0.0
UncalAccel,1607640760682,0.11831668,9.688817,-0.6760163,0.0,0.0,0.0
UncalMag,1607640760684,41.215576,2.1703858,-157.7434,-31.0773,51.787903,-198.1201
UncalAccel,1607640760692,-0.006227471,9.878028,-0.8125359,0.0,0.0,0.0
UncalMag,1607640760694,40.069218,1.349359,-158.44551,-31.0773,51.787903,-198.1201
UncalGyro,1607640760698,0.002521879,-0.0012251502,-0.0017711418,0.0,0.0,0.0
UncalAccel,1607640760702,0.087180644,9.904374,-0.81732607,0.0,0.0,0.0
UncalMag,1607640760704,38.877293,1.3686494,-156.46025,-31.0773,51.787903,-198.1201
UncalAccel,1607640760712,0.103946194,9.763064,-0.6808065,0.0,0.0,0.0
UncalMag,1607640760714,40.751064,1.9849547,-157.27133,-31.0773,51.787903,-198.1201
UncalGyro,1607640760718,0.0009238571,-0.00015980244,-0.0007057935,0.0,0.0,0.0
UncalAccel,1607640760722,0.0057479218,9.909164,-0.8412769,0.0,0.0,0.0
UncalMag,1607640760724,38.87017,2.0326538,-158.64406,-31.0773,51.787903,-198.1201
UncalAccel,1607640760732,0.041674122,9.976226,-0.93708,0.0,0.0,0.0
UncalMag,1607640760734,39.48242,1.4305023,-157.22906,-31.0773,51.787903,-198.1201
UncalGyro,1607640760738,-0.0044028834,-0.00015980244,-0.00017311936,0.0,0.0,0.0
UncalAccel,1607640760742,0.111131445,9.712767,-0.68799174,0.0,0.0,0.0
UncalMag,1607640760744,39.1475,1.3828764,-158.29323,-31.0773,51.787903,-198.1201
UncalAccel,1607640760752,0.07760032,9.684027,-0.60416394,0.0,0.0,0.0
UncalMag,1607640760754,38.85345,1.3563447,-157.52762,-31.0773,51.787903,-198.1201
UncalGyro,1607640760758,0.0035872268,-0.00042613928,-0.0009721308,0.0,0.0,0.0
UncalAccel,1607640760762,-0.0277832,9.981017,-0.89636374,0.0,0.0,0.0
UncalMag,1607640760764,38.530052,1.4481993,-158.44911,-31.0773,51.787903,-198.1201
UncalAccel,1607640760772,0.04646428,9.957066,-0.814931,0.0,0.0,0.0
UncalMag,1607640760774,39.87282,2.3079805,-155.91882,-31.0773,51.787903,-198.1201
UncalGyro,1607640760778,-0.0025385246,-0.00042613928,9.321747e-05,0.0,0.0,0.0
UncalAccel,1607640760782,0.13747732,9.765459,-0.7334982,0.0,0.0,0.0
UncalMag,1607640760784,40.099873,1.3651793,-157.07318,-31.0773,51.787903,-198.1201
UncalAccel,1607640760792,0.01532824,9.851682,-0.7742146,0.0,0.0,0.0
UncalMag,1607640760794,39.80502,1.605304,-157.08961,-31.0773,51.787903,-198.1201
UncalGyro,1607640760798,0.0006575193,0.00010653486,-0.0012384672,0.0,0.0,0.0
UncalAccel,1607640760803,0.0201184,9.911559,-0.8436719,0.0,0.0,0.0
UncalMag,1607640760804,39.7317,1.0333195,-158.88011,-31.0773,51.787903,-198.1201
UncalAccel,1607640760813,0.09915604,9.743904,-0.6808065,0.0,0.0,0.0
UncalMag,1607640760814,39.171833,1.7960448,-158.32268,-31.0773,51.787903,-198.1201
UncalGyro,1607640760818,-0.0014731763,-0.00015980244,-0.00017311936,0.0,0.0,0.0
UncalAccel,1607640760823,0.022513483,9.806175,-0.75744903,0.0,0.0,0.0
UncalMag,1607640760824,39.492638,1.4357758,-156.77162,-31.0773,51.787903,-198.1201
UncalAccel,1607640760833,0.0057479218,10.004968,-0.93228996,0.0,0.0,0.0
UncalMag,1607640760834,38.44442,2.0007658,-156.80948,-31.0773,51.787903,-198.1201
UncalGyro,1607640760838,-0.00040782802,-0.00042613928,-0.0004394562,0.0,0.0,0.0
UncalAccel,1607640760843,0.09915604,9.815757,-0.7191278,0.0,0.0,0.0
UncalMag,1607640760844,39.43505,0.73837274,-157.48495,-31.0773,51.787903,-198.1201
UncalAccel,1607640760853,0.08239048,9.76067,-0.6329049,0.0,0.0,0.0
UncalMag,1607640760854,38.923664,0.26167637,-158.36559,-31.0773,51.787903,-198.1201
UncalGyro,1607640760858,0.001989205,-0.00042613928,-0.00043945666,0.0,0.0,0.0
UncalAccel,1607640760863,-0.015807793,9.94509,-0.89157355,0.0,0.0,0.0
UncalMag,1607640760864,39.307747,1.5365019,-158.45712,-31.0773,51.787903,-198.1201
UncalAccel,1607640760873,0.04646428,9.9403,-0.8269064,0.0,0.0,0.0
UncalMag,1607640760874,40.28445,1.9319733,-157.26653,-31.0773,51.787903,-198.1201
UncalGyro,1607640760878,-0.0041365465,-0.00095881295,0.00062589115,0.0,0.0,0.0
UncalAccel,1607640760883,0.12550193,9.717558,-0.71673274,0.0,0.0,0.0
UncalMag,1607640760884,40.830196,0.76135254,-157.33707,-31.0773,51.787903,-198.1201
UncalAccel,1607640760893,0.012933161,9.808571,-0.69996715,0.0,0.0,0.0
UncalMag,1607640760894,38.35718,3.086646,-156.7339,-31.0773,51.787903,-198.1201
UncalGyro,1607640760898,0.0033208895,0.00010653486,-0.0004394562,0.0,0.0,0.0
UncalAccel,1607640760903,0.0201184,9.9714365,-0.8891784,0.0,0.0,0.0
UncalMag,1607640760904,40.277637,1.9284577,-157.57149,-31.0773,51.787903,-198.1201
UncalAccel,1607640760913,0.0799954,9.854077,-0.78619003,0.0,0.0,0.0
UncalMag,1607640760914,40.351448,2.9013064,-156.87778,-31.0773,51.787903,-198.1201
UncalGyro,1607640760918,-0.003337536,0.00010653486,0.0011585653,0.0,0.0,0.0
UncalAccel,1607640760923,0.12071176,9.767855,-0.6760163,0.0,0.0,0.0
UncalMag,1607640760924,40.05399,2.8730164,-156.26465,-31.0773,51.787903,-198.1201
UncalAccel,1607640760933,0.0201184,9.91635,-0.8460671,0.0,0.0,0.0
UncalMag,1607640760934,39.903164,2.9913208,-156.42535,-31.0773,51.787903,-198.1201
UncalGyro,1607640760938,0.0011901944,-0.00042613928,-0.0007057935,0.0,0.0,0.0
UncalAccel,1607640760943,0.05843968,9.887609,-0.76702935,0.0,0.0,0.0
UncalMag,1607640760944,39.004288,1.2380404,-157.36691,-31.0773,51.787903,-198.1201
UncalAccel,1607640760953,0.12550193,9.753484,-0.72391796,0.0,0.0,0.0
UncalMag,1607640760954,39.389175,2.2462096,-156.67642,-31.0773,51.787903,-198.1201
UncalGyro,1607640760958,-0.0006741658,0.00090554584,9.321747e-05,0.0,0.0,0.0
UncalAccel,1607640760963,0.02730364,9.794201,-0.76463425,0.0,0.0,0.0
UncalMag,1607640760964,40.059315,0.6765654,-157.02411,-31.0773,51.787903,-198.1201
UncalAccel,1607640760973,0.084785566,9.935511,-0.908339,0.0,0.0,0.0
UncalMag,1607640760974,39.490036,1.1673615,-156.14206,-31.0773,51.787903,-198.1201
UncalGyro,1607640760978,-0.0022721873,-0.0004261388,-0.0004394562,0.0,0.0,0.0
UncalAccel,1607640760983,0.0919708,9.791805,-0.64009017,0.0,0.0,0.0
UncalMag,1607640760984,38.58764,2.1456025,-157.73578,-31.0773,51.787903,-198.1201
UncalAccel,1607640760993,0.087180644,9.8109665,-0.70954746,0.0,0.0,0.0
UncalMag,1607640760994,39.88044,2.0448396,-154.83183,-31.0773,51.787903,-198.1201
UncalGyro,1607640760998,0.0041199,-0.00015980197,-0.0015048045,0.0,0.0,0.0
UncalAccel,1607640761003,-0.0014373213,9.969042,-0.908339,0.0,0.0,0.0
UncalMag,1607640761004,39.044353,1.5257905,-156.3192,-31.0773,51.787903,-198.1201
UncalAccel,1607640761005,0.06083476,9.854077,-0.79577035,0.0,0.0,0.0
UncalMag,1607640761007,40.431267,4.1443267,-156.66115,-31.0773,51.787903,-198.1201
UncalGyro,1607640761011,-0.004935558,-0.00015980197,0.0006258916,0.0,0.0,0.0
UncalAccel,1607640761015,0.13029209,9.684027,-0.6760163,0.0,0.0,0.0
UncalMag,1607640761017,39.88985,2.3167696,-155.15642,-31.0773,51.787903,-198.1201
UncalAccel,1607640761025,0.00095775723,9.822942,-0.76463425,0.0,0.0,0.0
UncalMag,1607640761027,39.18837,1.4039701,-156.46346,-31.0773,51.787903,-198.1201
UncalGyro,1607640761031,0.00332089,-0.0006924761,-0.0012384676,0.0,0.0,0.0
UncalAccel,1607640761035,0.041674122,9.94509,-0.8604374,0.0,0.0,0.0
UncalMag,1607640761037,39.95425,3.017688,-154.13814,-31.0773,51.787903,-198.1201
UncalAccel,1607640761045,0.12071176,9.79899,-0.72391796,0.0,0.0,0.0
UncalMag,1607640761047,37.723507,2.8765228,-156.87018,-31.0773,51.787903,-198.1201
UncalGyro,1607640761051,-0.0017395141,-0.00015980197,-0.00017311936,0.0,0.0,0.0
UncalAccel,1607640761055,0.075205244,9.796596,-0.7047573,0.0,0.0,0.0
UncalMag,1607640761057,39.071598,1.5398531,-155.09933,-31.0773,51.787903,-198.1201
UncalAccel,1607640761065,0.032093804,9.966646,-0.91552436,0.0,0.0,0.0
UncalMag,1607640761067,39.2119,2.083795,-157.27493,-31.0773,51.787903,-198.1201
UncalGyro,1607640761071,0.00012484519,-0.00015980197,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640761075,0.075205244,9.813361,-0.7598441,0.0,0.0,0.0
UncalMag,1607640761077,39.43054,2.668167,-155.94345,-31.0773,51.787903,-198.1201
UncalAccel,1607640761085,0.111131445,9.739114,-0.6712262,0.0,0.0,0.0
UncalMag,1607640761087,40.348846,2.6328921,-156.24821,-31.0773,51.787903,-198.1201
UncalGyro,1607640761091,0.00039118296,-0.00042613928,-0.0012384676,0.0,0.0,0.0
UncalAccel,1607640761095,-0.008622564,9.863658,-0.8652277,0.0,0.0,0.0
UncalMag,1607640761097,38.50882,2.7016845,-155.79118,-31.0773,51.787903,-198.1201
UncalAccel,1607640761105,0.07281016,9.866054,-0.7694245,0.0,0.0,0.0
UncalMag,1607640761107,39.82205,1.6140931,-156.32721,-31.0773,51.787903,-198.1201
UncalGyro,1607640761111,-0.0012068404,-0.001491487,-0.00097213034,0.0,0.0,0.0
UncalAccel,1607640761115,0.09436588,9.777435,-0.6736213,0.0,0.0,0.0
UncalMag,1607640761117,40.439,1.1479068,-155.0745,-31.0773,51.787903,-198.1201
UncalAccel,1607640761125,0.022513483,9.897189,-0.82211614,0.0,0.0,0.0
UncalMag,1607640761127,39.990707,1.237921,-154.62206,-31.0773,51.787903,-198.1201
UncalGyro,1607640761131,0.004119901,-0.001491487,-0.0015048045,0.0,0.0,0.0
UncalAccel,1607640761135,0.024908558,9.964251,-0.905944,0.0,0.0,0.0
UncalMag,1607640761137,39.990707,1.237921,-154.62206,-31.0773,51.787903,-198.1201
UncalAccel,1607640761145,0.06802,9.777435,-0.70954746,0.0,0.0,0.0
UncalMag,1607640761147,38.87048,1.3651338,-156.76521,-31.0773,51.787903,-198.1201
UncalGyro,1607640761151,-0.0057345694,-0.00042613928,0.0003595543,0.0,0.0,0.0
UncalAccel,1607640761155,0.09915604,9.736719,-0.637695,0.0,0.0,0.0
UncalMag,1607640761157,38.87048,1.3651338,-156.76521,-31.0773,51.787903,-198.1201
UncalAccel,1607640761165,-0.034968436,9.890003,-0.83888173,0.0,0.0,0.0
UncalMag,1607640761167,39.269485,2.781198,-156.5616,-31.0773,51.787903,-198.1201
UncalGyro,1607640761171,0.0035872268,0.00010653486,-0.0004394562,0.0,0.0,0.0
UncalAccel,1607640761175,0.0440692,9.947486,-0.8316965,0.0,0.0,0.0
UncalMag,1607640761177,38.52826,0.9131286,-157.03754,-31.0773,51.787903,-198.1201
UncalAccel,1607640761185,0.1159216,9.789411,-0.7334982,0.0,0.0,0.0
UncalMag,1607640761187,39.061874,1.9354434,-156.65358,-31.0773,51.787903,-198.1201
UncalGyro,1607640761191,-0.0012068404,0.000639209,-0.00017311936,0.0,0.0,0.0
UncalAccel,1607640761195,0.053649522,9.854077,-0.7502638,0.0,0.0,0.0
UncalMag,1607640761197,41.232113,1.7783113,-155.88417,-31.0773,51.787903,-198.1201
UncalAccel,1607640761205,0.048859358,9.969042,-0.8580425,0.0,0.0,0.0
UncalMag,1607640761207,39.08491,2.2144043,-156.36827,-31.0773,51.787903,-198.1201
UncalGyro,1607640761211,-0.0022721877,-0.00042613928,-0.00043945666,0.0,0.0,0.0
UncalAccel,1607640761215,0.053649522,9.801386,-0.73828846,0.0,0.0,0.0
UncalMag,1607640761217,39.862606,2.302707,-156.37628,-31.0773,51.787903,-198.1201
