MessageType,utcTimeMillis,MeasurementX,MeasurementY,MeasurementZ,BiasX,BiasY,BiasZ
UncalAccel,1607638644234,0.2859723,9.815757,-0.88678336,0.0,0.0,0.0
UncalMag,1607638644244,11.47382,5.832285,-135.80873,-31.0773,51.787903,-198.1201
UncalAccel,1607638644244,0.23328052,9.885214,-1.0161176,0.0,0.0,0.0
UncalGyro,1607638644250,0.0011851996,-0.0002180636,0.00096547185,0.0,0.0,0.0
UncalMag,1607638644254,10.759342,3.5774143,-133.968,-31.0773,51.787903,-198.1201
UncalAccel,1607638644254,0.30034274,9.846892,-1.0376734,0.0,0.0,0.0
UncalMag,1607638644264,11.551153,4.0736117,-134.46289,-31.0773,51.787903,-198.1201
UncalAccel,1607638644264,0.27878705,9.765459,-0.90354884,0.0,0.0,0.0
UncalGyro,1607638644270,-0.002277182,0.00031461054,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644274,11.711399,4.2272367,-134.62679,-31.0773,51.787903,-198.1201
UncalAccel,1607638644274,0.2668116,9.820546,-0.89875877,0.0,0.0,0.0
UncalMag,1607638644284,10.917481,3.8634892,-134.59915,-31.0773,51.787903,-198.1201
UncalAccel,1607638644284,0.2979477,9.928325,-1.0688094,0.0,0.0,0.0
UncalGyro,1607638644290,0.0027832217,4.827371e-05,0.00043279724,0.0,0.0,0.0
UncalMag,1607638644294,11.2563,4.313736,-134.47932,-31.0773,51.787903,-198.1201
UncalAccel,1607638644294,0.32429355,9.894794,-1.0137225,0.0,0.0,0.0
UncalMag,1607638644304,10.632844,4.1088867,-134.15813,-31.0773,51.787903,-198.1201
UncalAccel,1607638644304,0.2716018,9.832522,-0.908339,0.0,0.0,0.0
UncalGyro,1607638644310,-0.002277182,4.8273243e-05,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638644314,9.558188,4.3931584,-134.6338,-31.0773,51.787903,-198.1201
UncalAccel,1607638644314,0.2668116,9.794201,-1.0256981,0.0,0.0,0.0
UncalMag,1607638644324,10.789682,4.2607546,-134.47452,-31.0773,51.787903,-198.1201
UncalAccel,1607638644324,0.2979477,9.832522,-0.92031455,0.0,0.0,0.0
UncalGyro,1607638644330,-0.00041282235,0.00058094785,0.00069913454,0.0,0.0,0.0
UncalMag,1607638644334,11.551153,4.0736117,-134.46289,-31.0773,51.787903,-198.1201
UncalAccel,1607638644334,0.2668116,9.796596,-0.9418702,0.0,0.0,0.0
UncalMag,1607638644344,11.417845,4.6015687,-134.958,-31.0773,51.787903,-198.1201
UncalAccel,1607638644344,0.25723135,9.875633,-0.99695706,0.0,0.0,0.0
UncalGyro,1607638644350,0.0033158963,4.8273243e-05,0.0004327977,0.0,0.0,0.0
UncalMag,1607638644354,10.938602,6.3406587,-133.40189,-31.0773,51.787903,-198.1201
UncalAccel,1607638644354,0.28836736,9.921139,-1.1334766,0.0,0.0,0.0
UncalMag,1607638644364,12.108299,5.7757506,-134.89044,-31.0773,51.787903,-198.1201
UncalAccel,1607638644364,0.2955526,9.789411,-0.8580425,0.0,0.0,0.0
UncalGyro,1607638644370,-0.005473227,0.00031461054,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644374,13.791798,4.8875704,-133.15225,-31.0773,51.787903,-198.1201
UncalAccel,1607638644374,0.25244117,9.765459,-0.8364867,0.0,0.0,0.0
UncalMag,1607638644384,11.283235,4.9953184,-135.13832,-31.0773,51.787903,-198.1201
UncalAccel,1607638644384,0.25244117,9.91635,-1.1095258,0.0,0.0,0.0
UncalGyro,1607638644390,0.003582233,-0.0002180636,0.00069913454,0.0,0.0,0.0
UncalMag,1607638644394,10.720771,5.48963,-133.95131,-31.0773,51.787903,-198.1201
UncalAccel,1607638644394,0.30752802,9.875633,-1.0640193,0.0,0.0,0.0
UncalMag,1607638644404,11.448185,5.2849092,-135.46451,-31.0773,51.787903,-198.1201
UncalAccel,1607638644404,0.25483626,9.748693,-0.88678336,0.0,0.0,0.0
UncalGyro,1607638644410,-0.0028098556,-0.0002180636,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644414,9.765801,5.238913,-134.54181,-31.0773,51.787903,-198.1201
UncalAccel,1607638644414,0.27878705,9.79899,-0.9466605,0.0,0.0,0.0
UncalMag,1607638644424,10.479099,4.626297,-135.56812,-31.0773,51.787903,-198.1201
UncalAccel,1607638644424,0.31710833,9.868447,-1.0400685,0.0,0.0,0.0
UncalGyro,1607638644430,0.0009188632,4.827371e-05,-0.00036621327,0.0,0.0,0.0
UncalMag,1607638644434,10.646961,4.516782,-134.64502,-31.0773,51.787903,-198.1201
UncalAccel,1607638644434,0.25723135,9.822942,-0.93228996,0.0,0.0,0.0
UncalMag,1607638644444,11.712205,3.9605808,-133.84476,-31.0773,51.787903,-198.1201
UncalAccel,1607638644444,0.25244117,9.825336,-0.9586358,0.0,0.0,0.0
UncalGyro,1607638644450,0.0011851991,-0.0002180636,0.0004327977,0.0,0.0,0.0
UncalMag,1607638644454,10.968257,4.5573764,-134.19078,-31.0773,51.787903,-198.1201
UncalAccel,1607638644454,0.27878705,9.880424,-1.0472537,0.0,0.0,0.0
UncalMag,1607638644464,12.219069,5.369696,-135.77748,-31.0773,51.787903,-198.1201
UncalAccel,1607638644464,0.2979477,9.842102,-0.94905543,0.0,0.0,0.0
UncalGyro,1607638644470,-0.0041415417,0.00058094785,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644474,10.94101,4.543314,-135.41063,-31.0773,51.787903,-198.1201
UncalAccel,1607638644474,0.25244117,9.755879,-0.8772031,0.0,0.0,0.0
UncalMag,1607638644484,9.792736,5.920496,-135.20082,-31.0773,51.787903,-198.1201
UncalAccel,1607638644484,0.2692067,9.834916,-1.0161176,0.0,0.0,0.0
UncalGyro,1607638644490,0.0027832221,4.8273243e-05,0.00043279724,0.0,0.0,0.0
UncalMag,1607638644494,9.909824,5.117093,-134.68608,-31.0773,51.787903,-198.1201
UncalAccel,1607638644494,0.29076242,9.885214,-0.97300625,0.0,0.0,0.0
UncalMag,1607638644504,11.22596,3.6303957,-133.97281,-31.0773,51.787903,-198.1201
UncalAccel,1607638644504,0.29315752,9.832522,-0.9466605,0.0,0.0,0.0
UncalGyro,1607638644510,-0.0012118347,-0.0002180636,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644514,12.59665,5.9734864,-134.29514,-31.0773,51.787903,-198.1201
UncalAccel,1607638644514,0.23807068,9.849287,-0.9131292,0.0,0.0,0.0
UncalMag,1607638644524,11.762175,4.921124,-134.21841,-31.0773,51.787903,-198.1201
UncalAccel,1607638644524,0.2955526,9.894794,-1.1502422,0.0,0.0,0.0
UncalGyro,1607638644530,-0.0022771815,0.00031461054,0.00069913454,0.0,0.0,0.0
UncalMag,1607638644534,9.879484,4.4337525,-134.17957,-31.0773,51.787903,-198.1201
UncalAccel,1607638644534,0.30273783,9.767855,-0.89875877,0.0,0.0,0.0
UncalMag,1607638644544,11.635181,5.0517335,-133.31175,-31.0773,51.787903,-198.1201
UncalAccel,1607638644544,0.25244117,9.7343235,-0.7909802,0.0,0.0,0.0
UncalGyro,1607638644550,0.0014515364,0.0005809474,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644554,10.311548,4.068292,-134.61237,-31.0773,51.787903,-198.1201
UncalAccel,1607638644554,0.2668116,9.870843,-1.0472537,0.0,0.0,0.0
UncalMag,1607638644564,9.966916,5.4136324,-132.87595,-31.0773,51.787903,-198.1201
UncalAccel,1607638644564,0.33387387,9.942695,-1.0472537,0.0,0.0,0.0
UncalGyro,1607638644570,0.00065252546,0.00031461054,0.00043279724,0.0,0.0,0.0
UncalMag,1607638644574,10.093908,5.2830234,-133.78261,-31.0773,51.787903,-198.1201
UncalAccel,1607638644574,0.2692067,9.832522,-1.0017473,0.0,0.0,0.0
UncalMag,1607638644584,11.324415,4.348892,-131.4297,-31.0773,51.787903,-198.1201
UncalAccel,1607638644584,0.30034274,9.842102,-0.95624065,0.0,0.0,0.0
UncalGyro,1607638644590,-0.0012118338,0.0005809474,-0.00036621327,0.0,0.0,0.0
UncalMag,1607638644594,10.687024,4.804532,-133.59729,-31.0773,51.787903,-198.1201
UncalAccel,1607638644594,0.25483626,9.854077,-0.9993521,0.0,0.0,0.0
UncalMag,1607638644604,10.687024,4.804532,-133.59729,-31.0773,51.787903,-198.1201
UncalAccel,1607638644604,0.30513293,9.784619,-0.91552436,0.0,0.0,0.0
UncalGyro,1607638644610,-0.00094549695,4.827371e-05,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644614,9.649027,5.3747954,-133.17769,-31.0773,51.787903,-198.1201
UncalAccel,1607638644614,0.24286084,9.830127,-0.94426537,0.0,0.0,0.0
UncalMag,1607638644624,9.649027,5.3747954,-133.17769,-31.0773,51.787903,-198.1201
UncalAccel,1607638644624,0.2716018,9.878028,-1.1119208,0.0,0.0,0.0
UncalGyro,1607638644630,0.00065252546,0.00031461054,0.00096547185,0.0,0.0,0.0
UncalMag,1607638644634,11.429865,6.1392884,-131.55728,-31.0773,51.787903,-198.1201
UncalAccel,1607638644634,0.32668865,9.870843,-0.9538456,0.0,0.0,0.0
UncalMag,1607638644644,9.655527,6.0458317,-134.75157,-31.0773,51.787903,-198.1201
UncalAccel,1607638644644,0.2859723,9.779831,-0.8891784,0.0,0.0,0.0
UncalGyro,1607638644650,-0.0014781706,4.827371e-05,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644654,11.800132,5.341324,-133.63794,-31.0773,51.787903,-198.1201
UncalAccel,1607638644654,0.25004607,9.822942,-0.9179194,0.0,0.0,0.0
UncalMag,1607638644664,11.729234,3.96937,-133.08235,-31.0773,51.787903,-198.1201
UncalAccel,1607638644664,0.2692067,9.897189,-1.1047356,0.0,0.0,0.0
UncalGyro,1607638644670,-0.00067915965,0.00031461054,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644674,10.7999,4.266028,-134.01707,-31.0773,51.787903,-198.1201
UncalAccel,1607638644674,0.2979477,9.806175,-0.9418702,0.0,0.0,0.0
UncalMag,1607638644684,12.25232,5.6539307,-135.0347,-31.0773,51.787903,-198.1201
UncalAccel,1607638644684,0.23807068,9.789411,-0.88678336,0.0,0.0,0.0
UncalGyro,1607638644690,0.0006525259,-0.0002180636,0.00043279724,0.0,0.0,0.0
UncalMag,1607638644694,10.992097,4.569681,-133.12341,-31.0773,51.787903,-198.1201
UncalAccel,1607638644694,0.30752802,9.875633,-1.0927602,0.0,0.0,0.0
UncalMag,1607638644704,10.079792,4.8751283,-133.29573,-31.0773,51.787903,-198.1201
UncalAccel,1607638644704,0.31471324,9.830127,-0.90354884,0.0,0.0,0.0
UncalGyro,1607638644710,-0.002277181,4.827371e-05,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644714,11.64961,4.7921085,-131.91978,-31.0773,51.787903,-198.1201
UncalAccel,1607638644714,0.25004607,9.791805,-0.9107342,0.0,0.0,0.0
UncalMag,1607638644724,10.800705,3.9993718,-133.23503,-31.0773,51.787903,-198.1201
UncalAccel,1607638644724,0.2668116,9.892399,-0.9825866,0.0,0.0,0.0
UncalGyro,1607638644730,0.0022505475,4.8273243e-05,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644734,11.810349,5.3465977,-133.1805,-31.0773,51.787903,-198.1201
UncalAccel,1607638644734,0.28836736,9.892399,-1.0352784,0.0,0.0,0.0
UncalMag,1607638644744,10.7378,5.4984193,-133.1889,-31.0773,51.787903,-198.1201
UncalAccel,1607638644744,0.2835772,9.791805,-0.92749965,0.0,0.0,0.0
UncalGyro,1607638644750,-0.0036088661,0.00058094785,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638644754,10.93451,3.8722782,-133.83675,-31.0773,51.787903,-198.1201
UncalAccel,1607638644755,0.25004607,9.808571,-0.9298948,0.0,0.0,0.0
UncalMag,1607638644764,9.936265,5.397812,-134.24826,-31.0773,51.787903,-198.1201
UncalAccel,1607638644765,0.29315752,9.854077,-1.0568341,0.0,0.0,0.0
UncalGyro,1607638644770,-0.00094549695,-0.0002180636,-0.0006325501,0.0,0.0,0.0
UncalMag,1607638644774,12.714231,5.570947,-134.87721,-31.0773,51.787903,-198.1201
UncalAccel,1607638644775,0.27639195,9.806175,-0.87001777,0.0,0.0,0.0
UncalMag,1607638644784,10.15069,6.2470827,-133.85132,-31.0773,51.787903,-198.1201
UncalAccel,1607638644785,0.27878705,9.806175,-0.905944,0.0,0.0,0.0
UncalGyro,1607638644790,0.0030495594,-0.00021806313,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644794,10.910175,3.4591098,-133.8073,-31.0773,51.787903,-198.1201
UncalAccel,1607638644795,0.2716018,9.868447,-1.0233029,0.0,0.0,0.0
UncalMag,1607638644804,11.607935,5.037671,-134.5316,-31.0773,51.787903,-198.1201
UncalAccel,1607638644805,0.26202148,9.947486,-1.0712045,0.0,0.0,0.0
UncalGyro,1607638644810,-0.0014781711,0.00031461054,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638644814,9.845737,3.7486544,-133.82553,-31.0773,51.787903,-198.1201
UncalAccel,1607638644815,0.28836736,9.806175,-0.9873768,0.0,0.0,0.0
UncalMag,1607638644824,11.427943,7.3401217,-135.0002,-31.0773,51.787903,-198.1201
UncalAccel,1607638644825,0.25723135,9.777435,-0.82930136,0.0,0.0,0.0
UncalGyro,1607638644830,-0.0006791601,0.0008472847,0.00069913454,0.0,0.0,0.0
UncalMag,1607638644834,12.27616,5.6662354,-133.96733,-31.0773,51.787903,-198.1201
UncalAccel,1607638644835,0.2811821,9.863658,-1.0113276,0.0,0.0,0.0
UncalMag,1607638644844,10.503251,3.9710817,-132.6219,-31.0773,51.787903,-198.1201
UncalAccel,1607638644845,0.31471324,9.822942,-0.9586358,0.0,0.0,0.0
UncalGyro,1607638644850,-0.00014648552,0.00058094785,0.0004327977,0.0,0.0,0.0
UncalMag,1607638644854,11.490537,6.5085936,-136.92517,-31.0773,51.787903,-198.1201
UncalAccel,1607638644855,0.23807068,9.856472,-0.94905543,0.0,0.0,0.0
UncalMag,1607638644864,9.728156,4.151193,-133.24345,-31.0773,51.787903,-198.1201
UncalAccel,1607638644865,0.27878705,9.923534,-1.1047356,0.0,0.0,0.0
UncalGyro,1607638644870,-0.00094549695,0.00031461054,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644874,11.793321,5.3378086,-133.9429,-31.0773,51.787903,-198.1201
UncalAccel,1607638644875,0.29315752,9.846892,-0.9394752,0.0,0.0,0.0
UncalMag,1607638644884,10.87111,4.9704623,-132.6938,-31.0773,51.787903,-198.1201
UncalAccel,1607638644885,0.2835772,9.736719,-0.8724129,0.0,0.0,0.0
UncalGyro,1607638644890,-0.0012118333,4.827371e-05,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644894,11.60874,4.7710147,-133.74956,-31.0773,51.787903,-198.1201
UncalAccel,1607638644895,0.25244117,9.822942,-0.9706111,0.0,0.0,0.0
UncalMag,1607638644904,11.752763,4.6491947,-133.89383,-31.0773,51.787903,-198.1201
UncalAccel,1607638644905,0.2835772,9.904374,-1.0544391,0.0,0.0,0.0
UncalGyro,1607638644910,0.0006525259,4.827371e-05,0.00096547185,0.0,0.0,0.0
UncalMag,1607638644914,11.769792,4.657984,-133.13142,-31.0773,51.787903,-198.1201
UncalAccel,1607638644915,0.31471324,9.825336,-0.9586358,0.0,0.0,0.0
UncalMag,1607638644924,12.547486,4.7462864,-133.13943,-31.0773,51.787903,-198.1201
UncalAccel,1607638644925,0.25004607,9.820546,-0.9179194,0.0,0.0,0.0
UncalGyro,1607638644930,-0.0006791592,0.00058094785,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638644934,10.673402,4.7975006,-134.2072,-31.0773,51.787903,-198.1201
UncalAccel,1607638644935,0.29076242,9.842102,-1.0352784,0.0,0.0,0.0
UncalMag,1607638644944,11.338221,5.4243073,-133.79543,-31.0773,51.787903,-198.1201
UncalAccel,1607638644945,0.2692067,9.839706,-0.9131292,0.0,0.0,0.0
UncalGyro,1607638644950,-0.0017445084,0.00031461054,0.0001664604,0.0,0.0,0.0
UncalMag,1607638644954,11.665522,5.735074,-133.81827,-31.0773,51.787903,-198.1201
UncalAccel,1607638644955,0.2739969,9.806175,-0.9298948,0.0,0.0,0.0
UncalMag,1607638644964,11.348438,5.4295807,-133.33798,-31.0773,51.787903,-198.1201
UncalAccel,1607638644965,0.25723135,9.834916,-0.9993521,0.0,0.0,0.0
UncalGyro,1607638644970,0.0019842102,4.827371e-05,0.00043279724,0.0,0.0,0.0
UncalMag,1607638644974,11.03866,5.528466,-133.64957,-31.0773,51.787903,-198.1201
UncalAccel,1607638644975,0.30752802,9.880424,-1.0256981,0.0,0.0,0.0
UncalMag,1607638644984,10.000974,5.4312105,-131.35114,-31.0773,51.787903,-198.1201
UncalAccel,1607638644985,0.31710833,9.770249,-0.94426537,0.0,0.0,0.0
UncalGyro,1607638644990,-0.0036088661,0.00031461054,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638645003,10.992097,4.569681,-133.12341,-31.0773,51.787903,-198.1201
UncalAccel,1607638645004,0.23088545,9.767855,-0.8245113,0.0,0.0,0.0
UncalMag,1607638645013,10.711359,5.2177,-133.62672,-31.0773,51.787903,-198.1201
UncalAccel,1607638645014,0.2692067,9.947486,-1.1023406,0.0,0.0,0.0
UncalGyro,1607638645019,0.002516884,-0.00075073726,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638645023,12.068857,4.1529603,-132.18048,-31.0773,51.787903,-198.1201
UncalAccel,1607638645024,0.28836736,9.875633,-0.97300625,0.0,0.0,0.0
UncalMag,1607638645033,11.448496,4.6173887,-133.58566,-31.0773,51.787903,-198.1201
UncalAccel,1607638645034,0.25723135,9.787015,-0.9251046,0.0,0.0,0.0
UncalGyro,1607638645039,-0.0009454965,0.0008472847,0.0001664604,0.0,0.0,0.0
UncalMag,1607638645043,12.270466,4.7285433,-131.61142,-31.0773,51.787903,-198.1201
UncalAccel,1607638645044,0.24525592,9.844498,-1.0328833,0.0,0.0,0.0
UncalMag,1607638645053,10.432041,3.2666476,-133.94516,-31.0773,51.787903,-198.1201
UncalAccel,1607638645054,0.2835772,9.822942,-0.9179194,0.0,0.0,0.0
UncalGyro,1607638645059,-0.002277181,0.0016462957,0.0009654709,0.0,0.0,0.0
UncalMag,1607638645063,10.961262,3.485477,-131.52008,-31.0773,51.787903,-198.1201
UncalAccel,1607638645064,0.2955526,9.763064,-0.8891784,0.0,0.0,0.0
UncalMag,1607638645073,11.769792,4.657984,-133.13142,-31.0773,51.787903,-198.1201
UncalAccel,1607638645074,0.26441658,9.868447,-0.9466605,0.0,0.0,0.0
UncalGyro,1607638645079,0.005979266,0.0008472847,-0.00036621327,0.0,0.0,0.0
UncalMag,1607638645083,9.511818,5.500131,-132.72845,-31.0773,51.787903,-198.1201
UncalAccel,1607638645084,0.25723135,9.985806,-1.1550323,0.0,0.0,0.0
UncalMag,1607638645093,10.704053,4.813321,-132.83488,-31.0773,51.787903,-198.1201
UncalAccel,1607638645094,0.34584928,9.842102,-0.9754013,0.0,0.0,0.0
UncalGyro,1607638645099,-0.0060059004,0.0008472847,0.00069913454,0.0,0.0,0.0
UncalMag,1607638645103,10.594895,4.686063,-130.38376,-31.0773,51.787903,-198.1201
UncalAccel,1607638645104,0.25483626,9.731928,-0.81732607,0.0,0.0,0.0
UncalMag,1607638645113,13.278993,7.0099454,-134.21776,-31.0773,51.787903,-198.1201
UncalAccel,1607638645114,0.27878705,9.806175,-0.9538456,0.0,0.0,0.0
UncalGyro,1607638645119,0.0027832217,0.00031461054,0.00043279724,0.0,0.0,0.0
UncalMag,1607638645123,10.627836,5.6378174,-131.51984,-31.0773,51.787903,-198.1201
UncalAccel,1607638645124,0.32429355,9.866054,-0.9777963,0.0,0.0,0.0
UncalMag,1607638645133,10.888321,6.047635,-134.90706,-31.0773,51.787903,-198.1201
UncalAccel,1607638645134,0.27639195,9.825336,-0.963426,0.0,0.0,0.0
UncalGyro,1607638645139,0.0025168844,0.0008472847,-0.00036621327,0.0,0.0,0.0
UncalMag,1607638645143,11.659515,5.464902,-133.34119,-31.0773,51.787903,-198.1201
UncalAccel,1607638645144,0.25483626,9.942695,-1.0712045,0.0,0.0,0.0
UncalMag,1607638645153,8.835781,3.0689485,-135.75893,-31.0773,51.787903,-198.1201
UncalAccel,1607638645154,0.30992308,9.911559,-1.0664144,0.0,0.0,0.0
UncalGyro,1607638645159,-0.0049405512,-0.00048440043,0.00043279724,0.0,0.0,0.0
UncalMag,1607638645163,10.575257,3.4114838,-134.87146,-31.0773,51.787903,-198.1201
UncalAccel,1607638645164,0.28836736,9.753484,-0.8364867,0.0,0.0,0.0
UncalMag,1607638645173,11.607935,5.037671,-134.5316,-31.0773,51.787903,-198.1201
UncalAccel,1607638645174,0.24046578,9.808571,-0.88678336,0.0,0.0,0.0
UncalGyro,1607638645180,0.00384857,4.8273243e-05,-9.987643e-05,0.0,0.0,0.0
UncalMag,1607638645183,13.87892,6.5349703,-133.72748,-31.0773,51.787903,-198.1201
UncalAccel,1607638645184,0.23567559,9.923534,-1.1071306,0.0,0.0,0.0
UncalMag,1607638645193,10.749619,3.9730046,-135.52225,-31.0773,51.787903,-198.1201
UncalAccel,1607638645194,0.31231815,9.866054,-1.0089325,0.0,0.0,0.0
UncalGyro,1607638645200,-0.0033425312,-0.0002180636,0.0004327977,0.0,0.0,0.0
UncalMag,1607638645203,10.743805,5.768592,-133.66599,-31.0773,51.787903,-198.1201
UncalAccel,1607638645204,0.27639195,9.772645,-0.905944,0.0,0.0,0.0
UncalMag,1607638645213,12.226191,4.7056913,-133.59367,-31.0773,51.787903,-198.1201
UncalAccel,1607638645214,0.24286084,9.844498,-0.9825866,0.0,0.0,0.0
UncalGyro,1607638645220,0.0019842112,0.00058094785,0.0001664604,0.0,0.0,0.0
UncalMag,1607638645223,10.47941,3.958777,-133.68927,-31.0773,51.787903,-198.1201
UncalAccel,1607638645224,0.2859723,9.875633,-0.98498166,0.0,0.0,0.0
UncalMag,1607638645233,12.973234,4.778174,-134.97401,-31.0773,51.787903,-198.1201
UncalAccel,1607638645234,0.2716018,9.8181505,-0.965821,0.0,0.0,0.0
UncalGyro,1607638645240,-0.002277181,0.00031461054,0.00043279724,0.0,0.0,0.0
UncalMag,1607638645243,10.375946,4.769211,-133.59409,-31.0773,51.787903,-198.1201
